Drug_ID,Drug_name,Disease_ID,Disease_name,Model,Total_Abstracts,Analyzed,Positive,Neutral,Negative,Overall_Assessment,Total_Analyzed,Rate_Positive,Rate_Neutral,Rate_Negative,Criterion_1,Criterion_2,Display_Rate_Pos,Display_Rate_Neu,Display_Rate_Neg
14168.0,Spironolactone,99214,cardiomyopathy due to anthracyclines,eAICTable2,164,164,6,157,1,Neutral,164,0.036585365853658534,0.9573170731707317,0.006097560975609756,Potentially Therapeutic,Potentially Therapeutic,3.7%,95.7%,0.6%
20336.0,Temozolomide,99214,cardiomyopathy due to anthracyclines,eAICTable1only,25,25,0,25,0,Neutral,25,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14784.0,Theophylline,99214,cardiomyopathy due to anthracyclines,CompGCN,13,13,0,12,1,Neutral,13,0.0,0.9230769230769231,0.07692307692307693,Potentially Adverse Effect,No Positive Sign,0.0%,92.3%,7.7%
14784.0,Theophylline,99214,cardiomyopathy due to anthracyclines,TxGNN,13,13,0,12,1,Neutral,13,0.0,0.9230769230769231,0.07692307692307693,Potentially Adverse Effect,No Positive Sign,0.0%,92.3%,7.7%
14868.0,Thiotepa,99214,cardiomyopathy due to anthracyclines,CompGCN,2,2,0,2,0,Neutral,2,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14399.0,Ticagrelor,99214,cardiomyopathy due to anthracyclines,TxGNN,13,13,0,13,0,Neutral,13,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15586.0,Tranilast,99214,cardiomyopathy due to anthracyclines,TxGNN,16,16,1,15,0,Neutral,16,0.0625,0.9375,0.0,Potentially Therapeutic,Potentially Therapeutic,6.2%,93.8%,0.0%
14229.0,Tretinoin,99214,cardiomyopathy due to anthracyclines,CompGCN,58,58,2,52,4,Neutral,58,0.034482758620689655,0.896551724137931,0.06896551724137931,Potentially Adverse Effect,Potentially Therapeutic,3.4%,89.7%,6.9%
14913.0,Trifluoperazine,99214,cardiomyopathy due to anthracyclines,eAICTable2,2,2,0,1,1,Inconclusive,2,0.0,0.5,0.5,Potentially Adverse Effect,No Positive Sign,0.0%,50.0%,50.0%
17568.0,Tulobuterol,99214,cardiomyopathy due to anthracyclines,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14153.0,Valproic acid,99214,cardiomyopathy due to anthracyclines,CompGCN,28,28,0,23,5,Neutral,28,0.0,0.8214285714285714,0.17857142857142858,Potentially Adverse Effect,No Positive Sign,0.0%,82.1%,17.9%
14153.0,Valproic acid,99214,cardiomyopathy due to anthracyclines,eAICTable2,28,28,0,23,5,Neutral,28,0.0,0.8214285714285714,0.17857142857142858,Potentially Adverse Effect,No Positive Sign,0.0%,82.1%,17.9%
14974.0,Vardenafil,99214,cardiomyopathy due to anthracyclines,CompGCN,7,7,1,6,0,Neutral,7,0.14285714285714285,0.8571428571428571,0.0,Potentially Therapeutic,Potentially Therapeutic,14.3%,85.7%,0.0%
14212.0,Verapamil,99214,cardiomyopathy due to anthracyclines,eAICTable1only,107,107,1,102,4,Neutral,107,0.009345794392523364,0.9532710280373832,0.037383177570093455,Potentially Adverse Effect,Potentially Therapeutic,0.9%,95.3%,3.7%
14212.0,Verapamil,99214,cardiomyopathy due to anthracyclines,eAICTable1only,175,175,1,170,4,Neutral,175,0.005714285714285714,0.9714285714285714,0.022857142857142857,Potentially Adverse Effect,Potentially Therapeutic,0.6%,97.1%,2.3%
14955.0,Vincristine,99214,cardiomyopathy due to anthracyclines,CompGCN,34,34,1,33,0,Neutral,34,0.029411764705882353,0.9705882352941176,0.0,Potentially Therapeutic,Potentially Therapeutic,2.9%,97.1%,0.0%
14226.0,Zileuton,99214,cardiomyopathy due to anthracyclines,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15399.0,Acefylline,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
16036.0,Acetylcysteine,99367,doxorubicin induced cardiomyopathy,CompGCN,123,123,8,112,3,Neutral,123,0.06504065040650407,0.9105691056910569,0.024390243902439025,Potentially Therapeutic,Potentially Therapeutic,6.5%,91.1%,2.4%
16219.0,Alprostadil,99367,doxorubicin induced cardiomyopathy,CompGCN,11,11,0,11,0,Neutral,11,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14302.0,Amiodarone,99367,doxorubicin induced cardiomyopathy,eAICTable1only,200,200,0,188,12,Neutral,200,0.0,0.94,0.06,Potentially Adverse Effect,No Positive Sign,0.0%,94.0%,6.0%
17222.0,Amrinone,99367,doxorubicin induced cardiomyopathy,eAICTable1only,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
19882.0,Anisomycin,99367,doxorubicin induced cardiomyopathy,eAICTable1only,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15160.0,Arformoterol,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14128.0,Ascorbic acid,99367,doxorubicin induced cardiomyopathy,CompGCN,60,60,6,51,3,Neutral,60,0.1,0.85,0.05,Potentially Therapeutic,Potentially Therapeutic,10.0%,85.0%,5.0%
14783.0,Caffeine,99367,doxorubicin induced cardiomyopathy,CompGCN,58,58,0,54,4,Neutral,58,0.0,0.9310344827586207,0.06896551724137931,Potentially Adverse Effect,No Positive Sign,0.0%,93.1%,6.9%
17987.0,Calcium chloride,99367,doxorubicin induced cardiomyopathy,CompGCN,3,3,0,3,0,Neutral,3,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14956.0,Carbamazepine,99367,doxorubicin induced cardiomyopathy,CompGCN,6,6,0,6,0,Neutral,6,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14956.0,Carbamazepine,99367,doxorubicin induced cardiomyopathy,eAICTable1only,6,6,0,6,0,Neutral,6,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
17524.0,Carmustine,99367,doxorubicin induced cardiomyopathy,CompGCN,4,4,0,2,2,Inconclusive,4,0.0,0.5,0.5,Potentially Adverse Effect,No Positive Sign,0.0%,50.0%,50.0%
14653.0,Choline,99367,doxorubicin induced cardiomyopathy,CompGCN,36,36,0,36,0,Neutral,36,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14991.0,Cilostazol,99367,doxorubicin induced cardiomyopathy,TxGNN,6,6,1,5,0,Neutral,6,0.16666666666666666,0.8333333333333334,0.0,Potentially Therapeutic,Potentially Therapeutic,16.7%,83.3%,0.0%
14186.0,Cisplatin,99367,doxorubicin induced cardiomyopathy,CompGCN,34,34,0,32,2,Neutral,34,0.0,0.9411764705882353,0.058823529411764705,Potentially Adverse Effect,No Positive Sign,0.0%,94.1%,5.9%
14686.0,Clomifene,99367,doxorubicin induced cardiomyopathy,CompGCN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14198.0,Clonidine,99367,doxorubicin induced cardiomyopathy,eAICTable1only,14,14,0,14,0,Neutral,14,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14934.0,Cyclosporine,99367,doxorubicin induced cardiomyopathy,CompGCN,166,166,2,162,2,Neutral,166,0.012048192771084338,0.9759036144578314,0.012048192771084338,Potentially Therapeutic,Potentially Therapeutic,1.2%,97.6%,1.2%
16281.0,Cysteine,99367,doxorubicin induced cardiomyopathy,CompGCN,200,200,0,200,0,Neutral,200,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14780.0,Cytarabine,99367,doxorubicin induced cardiomyopathy,CompGCN,21,21,0,19,2,Neutral,21,0.0,0.9047619047619048,0.09523809523809523,Potentially Adverse Effect,No Positive Sign,0.0%,90.5%,9.5%
14794.0,Dasatinib,99367,doxorubicin induced cardiomyopathy,CompGCN,11,11,0,10,1,Neutral,11,0.0,0.9090909090909091,0.09090909090909091,Potentially Adverse Effect,No Positive Sign,0.0%,90.9%,9.1%
14794.0,Dasatinib,99367,doxorubicin induced cardiomyopathy,eAICTable2,11,11,0,10,1,Neutral,11,0.0,0.9090909090909091,0.09090909090909091,Potentially Adverse Effect,No Positive Sign,0.0%,90.9%,9.1%
14789.0,Daunorubicin,99367,doxorubicin induced cardiomyopathy,CompGCN,77,77,0,66,11,Neutral,77,0.0,0.8571428571428571,0.14285714285714285,Potentially Adverse Effect,No Positive Sign,0.0%,85.7%,14.3%
14320.0,Dexamethasone,99367,doxorubicin induced cardiomyopathy,CompGCN,115,115,1,104,10,Neutral,115,0.008695652173913044,0.9043478260869565,0.08695652173913043,Potentially Adverse Effect,Potentially Therapeutic,0.9%,90.4%,8.7%
17653.0,Dexrazoxane,99367,doxorubicin induced cardiomyopathy,eAICTable2,99,99,69,29,1,Positive,99,0.696969696969697,0.29292929292929293,0.010101010101010102,Potentially Therapeutic,Potentially Therapeutic,69.7%,29.3%,1.0%
15840.0,Digoxin,99367,doxorubicin induced cardiomyopathy,CompGCN,200,200,1,194,5,Neutral,200,0.005,0.97,0.025,Potentially Adverse Effect,Potentially Therapeutic,0.5%,97.0%,2.5%
15840.0,Digoxin,99367,doxorubicin induced cardiomyopathy,eAICTable2,200,200,1,194,5,Neutral,200,0.005,0.97,0.025,Potentially Adverse Effect,Potentially Therapeutic,0.5%,97.0%,2.5%
21505.0,Emetine,99367,doxorubicin induced cardiomyopathy,eAICTable1only,2,2,0,2,0,Neutral,2,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15263.0,Enasidenib,99367,doxorubicin induced cardiomyopathy,TxGNN,2,2,0,2,0,Neutral,2,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14560.0,Ergocalciferol,99367,doxorubicin induced cardiomyopathy,CompGCN,3,3,0,3,0,Neutral,3,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
16028.0,Eribulin,99367,doxorubicin induced cardiomyopathy,TxGNN,2,2,0,2,0,Neutral,2,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14936.0,Erythromycin,99367,doxorubicin induced cardiomyopathy,CompGCN,5,5,0,5,0,Neutral,5,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
17537.0,Erythropoietin,99367,doxorubicin induced cardiomyopathy,CompGCN,67,67,6,59,2,Neutral,67,0.08955223880597014,0.8805970149253731,0.029850746268656716,Potentially Therapeutic,Potentially Therapeutic,9.0%,88.1%,3.0%
16347.0,Ferrous fumarate,99367,doxorubicin induced cardiomyopathy,CompGCN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14272.0,Formoterol,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15180.0,Fusidic acid,99367,doxorubicin induced cardiomyopathy,CompGCN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
20263.0,Ganciclovir,99367,doxorubicin induced cardiomyopathy,CompGCN,9,9,0,9,0,Neutral,9,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14591.0,Glycine,99367,doxorubicin induced cardiomyopathy,CompGCN,129,129,1,127,1,Neutral,129,0.007751937984496124,0.9844961240310077,0.007751937984496124,Potentially Therapeutic,Potentially Therapeutic,0.8%,98.4%,0.8%
15412.0,Histamine,99367,doxorubicin induced cardiomyopathy,CompGCN,14,14,0,14,0,Neutral,14,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14276.0,Hydrochlorothiazide,99367,doxorubicin induced cardiomyopathy,CompGCN,11,11,0,11,0,Neutral,11,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14207.0,Imatinib,99367,doxorubicin induced cardiomyopathy,CompGCN,25,25,0,20,5,Neutral,25,0.0,0.8,0.2,Potentially Adverse Effect,No Positive Sign,0.0%,80.0%,20.0%
15288.0,Interferon alfa-2b,99367,doxorubicin induced cardiomyopathy,TxGNN,2,2,0,0,2,Negative,2,0.0,0.0,1.0,Potentially Adverse Effect,No Positive Sign,0.0%,0.0%,100.0%
15284.0,Interferon beta-1a,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15285.0,Interferon beta-1b,99367,doxorubicin induced cardiomyopathy,TxGNN,4,4,0,4,0,Neutral,4,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15739.0,Ivosidenib,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14281.0,Ketoconazole,99367,doxorubicin induced cardiomyopathy,CompGCN,6,6,0,6,0,Neutral,6,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15254.0,Levosalbutamol,99367,doxorubicin induced cardiomyopathy,TxGNN,15,15,0,15,0,Neutral,15,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14060.0,Levothyroxine,99367,doxorubicin induced cardiomyopathy,CompGCN,162,162,0,157,5,Neutral,162,0.0,0.9691358024691358,0.030864197530864196,Potentially Adverse Effect,No Positive Sign,0.0%,96.9%,3.1%
14940.0,Lidocaine,99367,doxorubicin induced cardiomyopathy,CompGCN,65,65,0,61,4,Neutral,65,0.0,0.9384615384615385,0.06153846153846154,Potentially Adverse Effect,No Positive Sign,0.0%,93.8%,6.2%
61758.0,Lithium,99367,doxorubicin induced cardiomyopathy,eAICTable1only,52,52,0,44,8,Neutral,52,0.0,0.8461538461538461,0.15384615384615385,Potentially Adverse Effect,No Positive Sign,0.0%,84.6%,15.4%
15125.0,Loperamide,99367,doxorubicin induced cardiomyopathy,eAICTable2,9,9,0,5,4,Inconclusive,9,0.0,0.5555555555555556,0.4444444444444444,Potentially Adverse Effect,No Positive Sign,0.0%,55.6%,44.4%
16588.0,Metformin,99367,doxorubicin induced cardiomyopathy,eAICTable2,153,153,2,151,0,Neutral,153,0.013071895424836602,0.9869281045751634,0.0,Potentially Therapeutic,Potentially Therapeutic,1.3%,98.7%,0.0%
14194.0,Methotrexate,99367,doxorubicin induced cardiomyopathy,CompGCN,54,54,0,52,2,Neutral,54,0.0,0.9629629629629629,0.037037037037037035,Potentially Adverse Effect,No Positive Sign,0.0%,96.3%,3.7%
15018.0,Midostaurin,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15440.0,Nimodipine,99367,doxorubicin induced cardiomyopathy,eAICTable2,2,2,0,2,0,Neutral,2,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14985.0,Nitrendipine,99367,doxorubicin induced cardiomyopathy,eAICTable1only,5,5,0,3,2,Neutral,5,0.0,0.6,0.4,Potentially Adverse Effect,No Positive Sign,0.0%,60.0%,40.0%
16352.0,Norepinephrine,99367,doxorubicin induced cardiomyopathy,TxGNN,200,200,0,193,7,Neutral,200,0.0,0.965,0.035,Potentially Adverse Effect,No Positive Sign,0.0%,96.5%,3.5%
17626.0,Ouabain,99367,doxorubicin induced cardiomyopathy,eAICTable1only,23,23,0,21,2,Neutral,23,0.0,0.9130434782608695,0.08695652173913043,Potentially Adverse Effect,No Positive Sign,0.0%,91.3%,8.7%
20457.0,Ozagrel,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14792.0,Paclitaxel,99367,doxorubicin induced cardiomyopathy,CompGCN,35,35,0,30,5,Neutral,35,0.0,0.8571428571428571,0.14285714285714285,Potentially Adverse Effect,No Positive Sign,0.0%,85.7%,14.3%
20239.0,Penicillamine,99367,doxorubicin induced cardiomyopathy,CompGCN,4,4,0,4,0,Neutral,4,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14993.0,Phenobarbital,99367,doxorubicin induced cardiomyopathy,CompGCN,4,4,0,4,0,Neutral,4,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14265.0,Phenprocoumon,99367,doxorubicin induced cardiomyopathy,TxGNN,3,3,0,2,1,Neutral,3,0.0,0.6666666666666666,0.3333333333333333,Potentially Adverse Effect,No Positive Sign,0.0%,66.7%,33.3%
14141.0,Phenytoin,99367,doxorubicin induced cardiomyopathy,CompGCN,7,7,1,6,0,Neutral,7,0.14285714285714285,0.8571428571428571,0.0,Potentially Therapeutic,Potentially Therapeutic,14.3%,85.7%,0.0%
16085.0,Potassium chloride,99367,doxorubicin induced cardiomyopathy,CompGCN,18,18,0,18,0,Neutral,18,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
17407.0,Pravastatin,99367,doxorubicin induced cardiomyopathy,CompGCN,8,8,0,8,0,Neutral,8,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
17407.0,Pravastatin,99367,doxorubicin induced cardiomyopathy,eAICTable2,8,8,0,8,0,Neutral,8,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
19883.0,Puromycin,99367,doxorubicin induced cardiomyopathy,eAICTable2,2,2,0,2,0,Neutral,2,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14359.0,Quercetin,99367,doxorubicin induced cardiomyopathy,eAICTable2,50,50,6,44,0,Neutral,50,0.12,0.88,0.0,Potentially Therapeutic,Potentially Therapeutic,12.0%,88.0%,0.0%
14263.0,Salmeterol,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14975.0,Sirolimus,99367,doxorubicin induced cardiomyopathy,eAICTable2,200,200,5,193,2,Neutral,200,0.025,0.965,0.01,Potentially Therapeutic,Potentially Therapeutic,2.5%,96.5%,1.0%
14168.0,Spironolactone,99367,doxorubicin induced cardiomyopathy,CompGCN,162,162,2,158,2,Neutral,162,0.012345679012345678,0.9753086419753086,0.012345679012345678,Potentially Therapeutic,Potentially Therapeutic,1.2%,97.5%,1.2%
14168.0,Spironolactone,99367,doxorubicin induced cardiomyopathy,eAICTable2,162,162,2,158,2,Neutral,162,0.012345679012345678,0.9753086419753086,0.012345679012345678,Potentially Therapeutic,Potentially Therapeutic,1.2%,97.5%,1.2%
20336.0,Temozolomide,99367,doxorubicin induced cardiomyopathy,eAICTable1only,24,24,0,24,0,Neutral,24,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14784.0,Theophylline,99367,doxorubicin induced cardiomyopathy,CompGCN,13,13,0,12,1,Neutral,13,0.0,0.9230769230769231,0.07692307692307693,Potentially Adverse Effect,No Positive Sign,0.0%,92.3%,7.7%
14784.0,Theophylline,99367,doxorubicin induced cardiomyopathy,TxGNN,13,13,0,12,1,Neutral,13,0.0,0.9230769230769231,0.07692307692307693,Potentially Adverse Effect,No Positive Sign,0.0%,92.3%,7.7%
14868.0,Thiotepa,99367,doxorubicin induced cardiomyopathy,CompGCN,2,2,0,2,0,Neutral,2,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14399.0,Ticagrelor,99367,doxorubicin induced cardiomyopathy,TxGNN,13,13,0,13,0,Neutral,13,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
15586.0,Tranilast,99367,doxorubicin induced cardiomyopathy,TxGNN,16,16,1,15,0,Neutral,16,0.0625,0.9375,0.0,Potentially Therapeutic,Potentially Therapeutic,6.2%,93.8%,0.0%
14229.0,Tretinoin,99367,doxorubicin induced cardiomyopathy,CompGCN,53,53,1,50,2,Neutral,53,0.018867924528301886,0.9433962264150944,0.03773584905660377,Potentially Adverse Effect,Potentially Therapeutic,1.9%,94.3%,3.8%
14913.0,Trifluoperazine,99367,doxorubicin induced cardiomyopathy,eAICTable2,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
17568.0,Tulobuterol,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
14153.0,Valproic acid,99367,doxorubicin induced cardiomyopathy,eAICTable2,28,28,0,27,1,Neutral,28,0.0,0.9642857142857143,0.03571428571428571,Potentially Adverse Effect,No Positive Sign,0.0%,96.4%,3.6%
14974.0,Vardenafil,99367,doxorubicin induced cardiomyopathy,CompGCN,7,7,2,5,0,Neutral,7,0.2857142857142857,0.7142857142857143,0.0,Potentially Therapeutic,Potentially Therapeutic,28.6%,71.4%,0.0%
14212.0,Verapamil,99367,doxorubicin induced cardiomyopathy,eAICTable1only,140,140,0,137,3,Neutral,140,0.0,0.9785714285714285,0.02142857142857143,Potentially Adverse Effect,No Positive Sign,0.0%,97.9%,2.1%
14212.0,Verapamil,99367,doxorubicin induced cardiomyopathy,eAICTable1only,140,140,0,137,3,Neutral,140,0.0,0.9785714285714285,0.02142857142857143,Potentially Adverse Effect,No Positive Sign,0.0%,97.9%,2.1%
14955.0,Vincristine,99367,doxorubicin induced cardiomyopathy,CompGCN,24,24,1,23,0,Neutral,24,0.041666666666666664,0.9583333333333334,0.0,Potentially Therapeutic,Potentially Therapeutic,4.2%,95.8%,0.0%
14226.0,Zileuton,99367,doxorubicin induced cardiomyopathy,TxGNN,1,1,0,1,0,Neutral,1,0.0,1.0,0.0,Neutral Relation,No Positive Sign,0.0%,100.0%,0.0%
20211.0,Acetylcarnitine,none,heart failure and Alzheimer disease,CompGCN,13,13,0,12,1,Neutral,13,0.0,0.9230769230769231,0.07692307692307693,Potentially Adverse Effect,No Positive Sign,0.0%,92.3%,7.7%
14830.0,Amantadine,none,heart failure and Alzheimer disease,CompGCN,4,4,1,3,0,Neutral,4,0.25,0.75,0.0,Potentially Therapeutic,Potentially Therapeutic,25.0%,75.0%,0.0%
14302.0,Amiodarone,none,heart failure and Alzheimer disease,CompGCN,200,200,8,160,32,Neutral,200,0.04,0.8,0.16,Potentially Adverse Effect,Potentially Therapeutic,4.0%,80.0%,16.0%
15077.0,Bortezomib,none,heart failure and Alzheimer disease,CompGCN,136,136,8,88,40,Neutral,136,0.058823529411764705,0.6470588235294118,0.29411764705882354,Potentially Adverse Effect,Potentially Therapeutic,5.9%,64.7%,29.4%
15493.0,Bromocriptine,none,heart failure and Alzheimer disease,CompGCN,113,113,41,68,4,Neutral,113,0.36283185840707965,0.6017699115044248,0.035398230088495575,Potentially Therapeutic,Potentially Therapeutic,36.3%,60.2%,3.5%
14956.0,Carbamazepine,none,heart failure and Alzheimer disease,CompGCN,14,14,0,9,5,Neutral,14,0.0,0.6428571428571429,0.35714285714285715,Potentially Adverse Effect,No Positive Sign,0.0%,64.3%,35.7%
17524.0,Carmustine,none,heart failure and Alzheimer disease,CompGCN,8,8,0,5,3,Neutral,8,0.0,0.625,0.375,Potentially Adverse Effect,No Positive Sign,0.0%,62.5%,37.5%
16793.0,Chlorothiazide,none,heart failure and Alzheimer disease,CompGCN,23,23,7,14,2,Neutral,23,0.30434782608695654,0.6086956521739131,0.08695652173913043,Potentially Therapeutic,Potentially Therapeutic,30.4%,60.9%,8.7%
14934.0,Cyclosporine,none,heart failure and Alzheimer disease,CompGCN,200,200,4,193,3,Neutral,200,0.02,0.965,0.015,Potentially Therapeutic,Potentially Therapeutic,2.0%,96.5%,1.5%
14780.0,Cytarabine,none,heart failure and Alzheimer disease,CompGCN,31,31,0,26,5,Neutral,31,0.0,0.8387096774193549,0.16129032258064516,Potentially Adverse Effect,No Positive Sign,0.0%,83.9%,16.1%
14320.0,Dexamethasone,none,heart failure and Alzheimer disease,CompGCN,200,200,11,161,28,Neutral,200,0.055,0.805,0.14,Potentially Adverse Effect,Potentially Therapeutic,5.5%,80.5%,14.0%
15840.0,Digoxin,none,heart failure and Alzheimer disease,CompGCN,200,200,48,131,21,Neutral,200,0.24,0.655,0.105,Potentially Therapeutic,Potentially Therapeutic,24.0%,65.5%,10.5%
15126.0,Donepezil,none,heart failure and Alzheimer disease,CompGCN,28,28,17,11,0,Positive,28,0.6071428571428571,0.39285714285714285,0.0,Potentially Therapeutic,Potentially Therapeutic,60.7%,39.3%,0.0%
14275.0,Doxorubicin,none,heart failure and Alzheimer disease,CompGCN,200,200,0,42,158,Negative,200,0.0,0.21,0.79,Potentially Adverse Effect,No Positive Sign,0.0%,21.0%,79.0%
17428.0,Etidronic acid,none,heart failure and Alzheimer disease,CompGCN,10,10,0,8,2,Neutral,10,0.0,0.8,0.2,Potentially Adverse Effect,No Positive Sign,0.0%,80.0%,20.0%
15176.0,Everolimus,none,heart failure and Alzheimer disease,CompGCN,69,69,3,62,4,Neutral,69,0.043478260869565216,0.8985507246376812,0.057971014492753624,Potentially Adverse Effect,Potentially Therapeutic,4.3%,89.9%,5.8%
14952.0,Haloperidol,none,heart failure and Alzheimer disease,CompGCN,19,19,0,16,3,Neutral,19,0.0,0.8421052631578947,0.15789473684210525,Potentially Adverse Effect,No Positive Sign,0.0%,84.2%,15.8%
14276.0,Hydrochlorothiazide,none,heart failure and Alzheimer disease,CompGCN,200,200,15,180,5,Neutral,200,0.075,0.9,0.025,Potentially Therapeutic,Potentially Therapeutic,7.5%,90.0%,2.5%
17730.0,Ibandronate,none,heart failure and Alzheimer disease,CompGCN,1,1,1,0,0,Positive,1,1.0,0.0,0.0,Potentially Therapeutic,Potentially Therapeutic,100.0%,0.0%,0.0%
14487.0,Magnesium,none,heart failure and Alzheimer disease,CompGCN,200,200,4,195,1,Neutral,200,0.02,0.975,0.005,Potentially Therapeutic,Potentially Therapeutic,2.0%,97.5%,0.5%
14849.0,Mechlorethamine,none,heart failure and Alzheimer disease,CompGCN,2,2,0,1,1,Inconclusive,2,0.0,0.5,0.5,Potentially Adverse Effect,No Positive Sign,0.0%,50.0%,50.0%
15818.0,Memantine,none,heart failure and Alzheimer disease,CompGCN,10,10,1,7,2,Neutral,10,0.1,0.7,0.2,Potentially Adverse Effect,Potentially Therapeutic,10.0%,70.0%,20.0%
16588.0,Metformin,none,heart failure and Alzheimer disease,CompGCN,200,200,15,179,5,Neutral,199,0.07537688442211055,0.8994974874371859,0.02512562814070352,Potentially Therapeutic,Potentially Therapeutic,7.5%,89.9%,2.5%
14194.0,Methotrexate,none,heart failure and Alzheimer disease,CompGCN,164,164,8,150,6,Neutral,164,0.04878048780487805,0.9146341463414634,0.036585365853658534,Potentially Therapeutic,Potentially Therapeutic,4.9%,91.5%,3.7%
